	업종명	업소명	소재지지번	법인명	longitude	latitude	업태명	프랜차이저
175	휴게음식점	메가커피홍대입구역점	서울특별시 마포구 동교동  164번지 22호	(주)앤하우스	126.92426040000001	37.55606179999999	커피숍	0
176	휴게음식점	아트홀릭	서울특별시 마포구 서교동  332번지 7호		126.9265494	37.555625799999994	다방	0
177	휴게음식점	핑크풀카페	서울특별시 마포구 서교동  335번지 21호	(주)난다	126.92742450000001	37.554506599999996	커피숍	0
178	휴게음식점	디어라이프	서울특별시 마포구 서교동  395번지 3호	(주)북하우스퍼블리셔스	126.9186088	37.551638399999995	기타 휴게음식점	0
179	휴게음식점	프랑켄모노카페 FRANKENMONOCAFE	서울특별시 마포구 서교동  337번지 4호	(주)엘렌	126.9293574	37.554361	커피숍	0
180	휴게음식점	브이엑스메이트카페	서울특별시 마포구 서교동  395번지 17호		126.92018840000001	37.550712100000005	커피숍	0
181	휴게음식점	야미 요밀	서울특별시 마포구 서교동  391번지 18호  1층	주식회사 비건팩토리	126.91521979999999	37.5515235	커피숍	0
182	휴게음식점	포담 티하우스	서울특별시 마포구 서교동  352번지 21호  1층		126.91915630000001	37.554945700000005	커피숍	0
183	휴게음식점	스타벅스 홍대공항철도역점	서울특별시 마포구 동교동  166번지 1호  지하1~지상2층	주식회사 스타벅스커피코리아	126.92467490000001	37.5567531	커피숍	1
184	휴게음식점	노란코끼리	서울특별시 마포구 동교동  161번지 5호		126.92152709999999	37.556063	커피숍	0
185	휴게음식점	포토그룹W카페	서울특별시 마포구 동교동  200번지 18호  1층	(주)포토그룹더블유카페	126.921682	37.5578764	커피숍	0
186	휴게음식점	레이앤크림	서울특별시 마포구 서교동  328번지 11호		126.92896780000001	37.5552504	커피숍	0
187	휴게음식점	공사	서울특별시 마포구 동교동  200번지 33호  1층		126.922528	37.5580778	커피숍	0
188	휴게음식점	라이또PC홍대점	서울특별시 마포구 서교동  355번지 15호  무광빌딩 2층-201		126.92049879999999	37.5533926	기타 휴게음식점	0
189	휴게음식점	엔터 브이알(Enter VR)홍대점	서울특별시 마포구 서교동  364번지 17호  서교동 금광빌딩	주식회사 오에스벤처스	126.92159040000001	37.5515945	커피숍	0
190	휴게음식점	베어스덴 베이커리	서울특별시 마포구 동교동  147번지 59호		126.92557	37.5592832	커피숍	0
191	휴게음식점	카린 홍대라운지	서울특별시 마포구 서교동  345번지 8호	주식회사 스타비젼	126.923345	37.554237	커피숍	0
192	휴게음식점	돌담커피	서울특별시 마포구 서교동  334번지 17호		126.92683899999999	37.55469229999999	커피숍	0
193	휴게음식점	(주)히트브이알	서울특별시 마포구 동교동  160번지 5호  롯데호텔 L7홍대	(주)히트브이알	126.92143909999999	37.5557315	기타 휴게음식점	0
194	휴게음식점	청춘124	서울특별시 마포구 서교동  381번지 11호	(주)주원디케이	126.91438980000001	37.5527259	커피숍	0
195	휴게음식점	브이알스퀘어(VR SQUARE)	서울특별시 마포구 서교동  363번지 17호  3층	주식회사스코넥엔터테인먼트	126.9214723	37.55106900000001	커피숍	0
196	휴게음식점	X?D팩토리	서울특별시 마포구 동교동  163번지 20호  3층일부		126.90381000000001	37.570116399999996	커피숍	0
197	휴게음식점	망원동티라미수 연남동점	서울특별시 마포구 동교동  148번지 9호  1층	주식회사 매거진알	126.92503740000001	37.5595622	기타 휴게음식점	0
198	휴게음식점	오바도즈(OVADOZ)	서울특별시 마포구 서교동  401번지 13호		126.9193774	37.5487216	기타 휴게음식점	0
199	휴게음식점	블랙코지	서울특별시 마포구 서교동  468번지 17호  잇다빌딩		126.91433740000001	37.5563368	커피숍	0
200	휴게음식점	놀숲플러스 홍대점	서울특별시 마포구 서교동  357번지 5호  홍익몰		126.92114879999998	37.5531753	커피숍	0
201	휴게음식점	카페드랑페르	서울특별시 마포구 동교동  201번지 4호		126.92175879999999	37.557340100000005	커피숍	0
202	휴게음식점	이마녀중국어수프	서울특별시 마포구 서교동  397번지 8호  MAK02		126.9179971	37.55011270000001	커피숍	0
203	휴게음식점	익스트림커피	서울특별시 마포구 서교동  408번지 27호  라꼼마빌딩1층일부		126.92089229999999	37.548924799999995	커피숍	0
